EntityType,EntityID,EntityTitle,TargetType,TargetID,TargetTitle,SetID,Date,Created,Academic Year,URN,Borough,School Type - Education Phase,Type of School,Are they part of an academy (single/multi) or trust,Which academy/trust are they part of,Are they part of a cluster?,Which cluster are they a part of?,Does this School have a Nursery attached?,Percentage of pupils eligible for Free School Meals,Percentage of pupils eligible for pupil premium,IMD Decile,Ofsted rating,How much primary premium do they receive?,Is this School signed up to the Daily Mile?,If not signed up do they do a variant of the Daily Mile,Have they signed up for The Daily Mile Destinations?,Who is responsible for the operation of sports facilities at the school?,"Indoor facilities: Does your school have any of the following?
",Outdoor facilities: Does your school have any of the following?,Other outdoor please specify,Are their facilities open?,What facilities are open?,What facilities are not open to the public,Facility management,If facilities management is out-sourced who is the provider?,When are facilities open?,Overall facilities quality,"How are the facilities currently used outside of normal school hours?
",Who is responsible for opening and closing the facility for community use?,Other - Responsibility for opening and closing facilities,Have they been selected (term)?,Has this school opted into the Active Lives CYP Survey? ,Have they completed the survey,Does this school get involved with the School Games at Level 2?,What level of School Games mark has this school achieved? ,Has this school ever attended our Level 3 School Games events (in the past - pre 2018),Has this school ever attended Level 3 School Games (Post Sept 2018)?,Which level 3 competitions have they attended?,Has this School volunteered at the School Games or accessed DfE funding? ,Are any of their pupils involved in the YLOC?,Does this School have a Satellite Club attached?,Is this school compliant for Primary School Sport Premium? ,Why is the school non-compliant,Was the website analysed as part of the Primary School Sport Premium Mapping?,How much PESSPA do they receive?,Is this School part of Mentally Healthy Schools?,Is this school involved in any other projects?,Is this school a YST member school? ,Engagement with CPD,Part of School Sports Partnership,RAG Rating,Any other important notes,What providers do they use for sport and physical activity?
Group,1060,Moorlands Junior School,,0,,6983,17/12/2020 12:12,17/12/2020 12:37,2020/2021,106308,Trafford,Primary,Community school,,,,Sale HS,No,5.40%,9.10%,8,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,522,Moorside High School,,0,,6984,17/12/2020 12:12,17/12/2020 12:37,2020/2021,144199,Salford,Secondary,Academy converter,Yes - Multi-academy trust,Consilium Academies,,,No,14.10%,25.10%,4,,,No,,,,,,,Yes,Artificial grass pitch|Sports hall|Grass pitches,,,,,,,,,Term 3,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme|PSHE Hub,,,,,"YEAR 1 TERM 1
 - Not completed

",
Group,910,Moorside Primary School,,0,,6985,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105910,Salford,Primary,Community school,,,,Swinton,Yes,22.20%,24.90%,4,Good,,No,,,,,,,,,,,,,,,,,Term 1,,,,,,,,,,,,,,,,,,,,,"Year 1 Term 3
-Completed

",
Group,1017,Moorside Primary School,,0,,6986,17/12/2020 12:12,17/12/2020 12:38,2020/2021,142499,Tameside,Primary,Academy converter,Yes - Multi-academy trust,The Enquire Learning Trust,,,Yes,21.90%,28.00%,3,Good,,Yes,,,,,,,No,,Sports hall,,,,,,,,,,,,,,,,,,,,,,,,Young Ambassadors,,,,,"Year 1 Term 1 - Completed

",Other
Group,966,Moss Hey Primary,,0,,6987,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106090,Stockport,Primary,Community school,,,,,No,2.90%,3.30%,10,Good,,No,,,,,,,Yes,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Yes,Be Inspired Programme,,,,,"
n",
Group,1061,Moss Park Infant School,,0,,6988,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106324,Trafford,Infants,Community school,,,,,Yes,16.20%,15.60%,7,Good,,No,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,,"
",
Group,1062,Moss Park Junior School,,0,,6989,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106323,Trafford,Primary,Community school,,,,Lostock,No,13.00%,18.00%,7,Outstanding,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,"
",Other
Group,911,Mossfield Primary School,,0,,6990,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105925,Salford,Primary,Community school,,,,Swinton,Yes,41.40%,45.50%,1,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,,"
",Private Coaching Company
Group,548,Mossley Hollins High School,,0,,6991,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106266,Tameside,Secondary,Community school,,,,,No,11.50%,22.20%,1,Outstanding,,No,,,Business Manager,Activity hall (multi-purpose room e.g. assembly hall)|Changing rooms accessible only via the school|Gym/health and fitness suite|Main sports hall (markings for at least 3 badminton courts)|Studio (often with mirrored wall and sprung floor),Artificial pitch (3G) with floodlights|Changing rooms accessible only via the school|Playing field|Sports pitch with markings,,Yes,Artificial grass pitch|Sports hall|Studio,Grass pitches|Tennis courts,Managed in-house,,Evenings|School Holidays|Weekend,,After school clubs|Sports clubs|Regular bookings (block bookings),Caretaker,,Term 2,,,,,,,,,,Yes,,,,,,PSHE Hub,,,,,"YEAR 1 TERM 3
 - Not completed

",
Group,732,Moston Fields Primary School,,0,,6992,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105427,Manchester,Primary,Community school,,,,,Yes,35.20%,38.60%,5,Good,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active Families Project|Healthy Schools,,,,,"YEAR 1 TERM 2 - not completed

",
Group,100,Moston Lane Community Primary School,,0,,6993,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105428,Manchester,Primary,Community school,,,,,Yes,41.00%,50.10%,2,Good,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,286,Mottram CofE Primary School,,0,,6994,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106237,Tameside,Primary,Voluntary aided school,,,,,No,12.60%,13.80%,1,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Ambassadors,,,,,"YEAR 1 TERM 2 - not completed
",Council - Sport Development Service
Group,733,Mount Carmel RC Primary School,,0,,6995,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105555,Manchester,Primary,Voluntary aided school,,,,,Yes,24.00%,30.10%,2,Outstanding,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,374,Mount St Joseph Business and Enterprise College,,0,,6996,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105263,Bolton,Secondary,Voluntary aided school,,,,,No,24.30%,40.00%,6,Good,,No,,,,,,,No,,Grass pitches|Sports hall,,,,,,,,Term 2,,,,,,,,,,,,,,,Yes,PSHE Hub|SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 2
 - Not completed

",
Group,1207,Music Stuff,,0,,6997,17/12/2020 12:12,17/12/2020 12:38,2020/2021,137887,Manchester,Secondary,Other independent school,,,,,No,,,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,611,Mytham Primary School,,0,,6998,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105190,Bolton,Primary,Community school,,,,,Yes,11.50%,17.30%,3,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,Term 2,,,,,,,,,,,,,,,,Bikeability,,,,,"YEAR 1 TERM 3 - Completed
",SSP Offer
Group,310,Navigation Primary School,,0,,6999,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106283,Trafford,Primary,Community school,,,,Wellington,Yes,4.10%,6.00%,8,Good,,Yes,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,,"
",
Group,967,Nevill Road Infant,,0,,7000,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106062,Stockport,Infants,Community school,,,,,Yes,5.70%,11.60%,10,Good,,No,,,,,,,,,,,,,,,,,Term 3,,,,,,,,,,,,,,,,,,,,,"
y",
Group,249,Nevill Road Junior,,0,,7001,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106063,Stockport,Primary,Community school,,,,,No,12.60%,14.30%,10,Good,,Yes,,,,,,,Yes,Grass pitches,,,,,,,,,Term 3,,,,,,,,,,,,,,,Yes,Leadership|Intervention programmes|PE Specialist Support|Assessment Support|Be Inspired Programme,,,,,"
n",
Group,502,New Bridge School,,0,,7002,17/12/2020 12:12,17/12/2020 12:38,2020/2021,138697,Oldham,SEND,Academy special converter,Yes - Multi-academy trust,New Bridge Multi Academy Trust,,,Not applicable,42.50%,56.10%,2,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme|PSHE Hub,,,,,"
",
Group,101,New Islington Free School,,0,,7003,17/12/2020 12:12,17/12/2020 12:38,2020/2021,139598,Manchester,Primary,Free School,Yes - Single-academy trust,New Islington Free  School,,,No,9.60%,15.30%,3,Outstanding,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Change4Life,,,,,"
",Private Coaching Company
Group,734,New Moston Primary School,,0,,7004,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105432,Manchester,Primary,Community school,,,,,Yes,29.10%,35.70%,1,Good,,No,,,,,,,No,,Artificial grass pitch,,,,,,,,,,,,,,,,,,,,,,,,Healthy Schools,,,,,"
",
Group,937,New Park School,,0,,7005,17/12/2020 12:12,17/12/2020 12:38,2020/2021,145850,Salford,SEND,Academy special sponsor led,Yes - Multi-academy trust,The Sovereign Trust,,,Not applicable,61.00%,78.90%,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSHE Hub,,,,,"
",
Group,487,Newall Green High School,,0,,7006,17/12/2020 12:12,17/12/2020 12:38,2020/2021,141392,Manchester,Secondary,Academy sponsor led,Yes - Multi-academy trust,Prospere Learning Trust,,,No,44.00%,66.40%,1,Special Measures,,No,,,,,,,Yes,Artificial grass pitch|Grass pitches|Sports hall|Studio,,,,,,,,,Term 3,,,,,,,,,,Yes,,,,,,,,,,,"CLOSING THIS ACADEMIC YEAR
",
Group,735,Newall Green Primary School,,0,,7007,17/12/2020 12:12,17/12/2020 12:38,2020/2021,142437,Manchester,Primary,Academy converter,Yes - Multi-academy trust,The Cherry Tree Trust,,,Yes,50.20%,59.80%,1,Good,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Change4Life|Healthy Schools|Change4Life,,,,,"Involved in  PSHE HUB pilot 
",
Group,1120,Newbridge Learning Community,,0,,7008,17/12/2020 12:12,17/12/2020 12:38,2020/2021,135199,Wigan,SEND,Community special school,,,,,Not applicable,57.80%,75.30%,1,Good,,No,,,,,,,Yes,Artificial grass pitch|Sports hall,,Out-sourced,SLS,,,,,,,,,,,,,,,,Yes,,,,,,PSHE Hub,,,,,"
",
Group,176,Newhey Community Primary School,,0,,7009,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105789,Rochdale,Primary,Community school,,,,,Yes,14.60%,18.10%,4,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Fully engaged",
Group,517,Newhouse Academy,,0,,7010,17/12/2020 12:12,17/12/2020 12:38,2020/2021,147875,Rochdale,Secondary,Academy sponsor led,Yes - Multi-academy trust,Hollingworth Academy Trust,,,No,,,8,,,No,,,,,,,Some,Grass pitches|Sports hall|Studio,Health and fitness suite,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,"YEAR 1 TERM 1
 - Not completed
Closed: 31/03/2020 (105834)
Opened: 31/03/2020

",
Group,890,Newlands School,,0,,7011,17/12/2020 12:12,17/12/2020 12:38,2020/2021,135201,Rochdale,SEND,Community special school,,,,,Yes,35.80%,40.70%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1121,Newton Westpark Primary School,,0,,7012,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106422,Wigan,Primary,Community school,,,,LLG,No,48.30%,57.10%,1,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
","Private Coaching Company|Leisure Provider|Professional Sports Clubs, Trusts & Foundations"
Group,1122,Nicol Mere School,,0,,7013,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106430,Wigan,Primary,Community school,,,,Ashton,No,17.80%,25.80%,5,Outstanding,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",In house coach
Group,968,Norbury Hall Primary,,0,,7014,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106064,Stockport,Primary,Community school,,,,,Yes,2.60%,6.30%,10,Good,,No,,,,,,,Yes,Grass pitches,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,,"
y",
Group,177,Norden Community Primary School,,0,,7015,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105774,Rochdale,Primary,Community school,,,,,Yes,9.80%,13.20%,9,Good,,Yes,,Yes,Headteacher,Activity hall (multi-purpose room e.g. assembly hall)|Changing rooms accessible externally|Changing rooms accessible only via the school,Changing rooms accessible externally|Changing rooms accessible only via the school|Outdoor hard surface area e.g playground (no sport specific markings)|Playing field|Sports pitch with markings,,Yes,Grass pitches,Grass pitches|Sports hall,Managed in-house,,After-School|Evenings|School Holidays|Weekends,Satisfactory - the facilities are generally sufficient to meet the needs of the schools and are fit-for-purpose. Some improvements or additions would be beneficial.,After school clubs|Breakfast clubs|Sports clubs|Regular bookings (block bookings)|Group exercise classes|Casual bookings (pay and play)|Private coaching|Weight management groups e.g. Weight Watchers,Caretaker,,,,,,,,,,,,,,,,,,Open Facilities,,,,,"Year 2 Term 2 - not completed

Facilities: Community School Good Practise examples

Engaged",
Group,250,Norris Bank Primary,,0,,7016,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106065,Stockport,Primary,Community school,,,,,No,2.40%,3.60%,9,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,Be Inspired Programme,,,,,"
n",
Group,1063,North Cestrian School,,0,,7017,17/12/2020 12:12,17/12/2020 12:38,2020/2021,143104,Trafford,Secondary,Free School,Yes - Multi-academy trust,Hamblin Education Trust,,,No,10.50%,16.80%,9,Good,,No,,,,,,,Yes,Sports hall|Studio,Grass pitches|Health and fitness suite|Tennis courts,,,,,,,,Term 3,,,,,,,,,,,,,,,,SE Secondary Teacher Training Programme,,,,,"
",
Group,503,North Chadderton School,,0,,7018,17/12/2020 12:12,17/12/2020 12:38,2020/2021,141248,Oldham,Secondary,Academy converter,Yes - Multi-academy trust,Oak Trust,,,No,13.70%,23.60%,8,Good,,No,,,Business Manager,Activity hall (multi-purpose room e.g. assembly hall)|Changing rooms accessible only via the school|Gym/health and fitness suite|Main sports hall (markings for at least 3 badminton courts)|Studio (often with mirrored wall and sprung floor),Artificial pitch (4G) with floodlights|Changing rooms accessible only via the school|Outdoor tennis/netball court(s),,Yes,Artificial grass pitch|Grass pitches|Sports hall,Grass pitches,Managed in-house,,After-School|Evenings|School Holidays,"Good and meets the needs of the school the facilities are of good quality, modern, well-maintained, inviting and comfortably meet the needs of the school (and community, if applicable).",Sports clubs|Regular bookings (block bookings),Caretaker,,Term 2,,,,,,,,,Yes,Yes,,,,,,Open Facilities|SE Secondary Teacher Training Programme|PSHE Hub,,,,,"YEAR 1 TERM 2
 - Not completed

Faciltities: Having Building work done - looking to utlise 4g further in the future (Not wanting it all to be about football clubs want wider vaired offer for pupils + Community)

",
Group,251,North Cheshire Jewish Primary,,0,,7019,17/12/2020 12:12,17/12/2020 12:38,2020/2021,106113,Stockport,Primary,Voluntary aided school,,,,,No,5.70%,4.50%,7,Outstanding,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE Specialist Support,,,,,"
n",
Group,736,North Ridge High School,,0,,7020,17/12/2020 12:12,17/12/2020 12:38,2020/2021,132905,Manchester,SEND,Community special school,,,,,Not applicable,51.50%,59.70%,2,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE Secondary Teacher Training Programme,,,,,"
",
Group,912,North Walkden Primary School,,0,,7021,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105922,Salford,Primary,Community school,,,,Little Hulton and Walkden,Yes,39.00%,41.90%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,425,North West Priory School,,0,,7022,17/12/2020 12:12,17/12/2020 12:38,2020/2021,142524,Stockport,Secondary,Other independent school,,,,,No,,,7,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,737,Northenden Community School,,0,,7023,17/12/2020 12:12,17/12/2020 12:38,2020/2021,105434,Manchester,Primary,Community school,,,,,Yes,10.50%,14.50%,3,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy Schools,,,,,"
",
Group,140,Northmoor Academy,,0,,7024,17/12/2020 12:12,17/12/2020 12:38,2020/2021,142412,Oldham,Primary,Academy sponsor led,Yes - Multi-academy trust,The Harmony Trust,Yes,West Oldham (Hathershaw),Yes,28.20%,33.20%,1,Good,,Yes,,,Headteacher,Activity hall (multi-purpose room e.g. assembly hall),Artificial pitch (4G) with floodlights|Outdoor tennis/netball court(s),,No,,,Managed in-house,,,"Good and meets the needs of the school the facilities are of good quality, modern, well-maintained, inviting and comfortably meet the needs of the school (and community, if applicable).",After school clubs|Sports clubs,Caretaker,,,,,,,,,,,,,,,,,,,,,,,"
",Council - Sport Development Service
Group,252,Oak Tree Primary School,,0,,7025,17/12/2020 12:12,17/12/2020 12:39,2020/2021,106073,Stockport,Primary,Community school,,,,,Yes,7.20%,8.90%,8,Good,,Yes,,,,,,,,,,,,,,,,,Term 2,,,,,,,,,,,,,,,,Assessment Support|Be Inspired Programme|Leadership,,,,,n,
Group,1018,Oakdale School,,0,,7026,17/12/2020 12:12,17/12/2020 12:39,2020/2021,106281,Tameside,SEND,Community special school,,,,,Yes,41.10%,35.20%,3,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Y1-4",In house coach
Group,575,Oakfield High School and College,,0,,7027,17/12/2020 12:12,17/12/2020 12:39,2020/2021,131530,Wigan,SEND,Community special school,,,,,Not applicable,40.70%,46.00%,8,Outstanding,,No,,,,,,,No,,Sports hall,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,PSHE Hub,,,,,"Special School, Mental Health Pilot phase 1
",
Group,1019,Oakfield Primary and Moderate Learning Difficulties Resource Provision,,0,,7028,17/12/2020 12:12,17/12/2020 12:39,2020/2021,142717,Tameside,Primary,Academy converter,Yes - Multi-academy trust,The Enquire Learning Trust,,Hyde,Yes,41.20%,50.20%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Not enthused by sport",Other
Group,969,Oakgrove School,,0,,7029,17/12/2020 12:12,17/12/2020 12:39,2020/2021,131887,Stockport,SEND,Community special school,,,,,No,52.80%,73.00%,9,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Leadership|Intervention programmes|PE Specialist Support|Assessment Support|Be Inspired Programme,,,,,"
n",
Group,7,Oakwood Academy,,0,,7030,17/12/2020 12:12,17/12/2020 12:39,2020/2021,138130,Salford,SEND,Academy special converter,Yes - Multi-academy trust,Kings Academy Trust,,,No,47.40%,55.00%,2,Outstanding,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SE Secondary Teacher Training Programme|PSHE Hub,,,,,"
",
Group,738,Oasis Academy Aspinal,,0,,7031,17/12/2020 12:12,17/12/2020 12:39,2020/2021,140052,Manchester,Primary,Academy converter,Yes - Multi-academy trust,Oasis Community Learning,,,Yes,38.40%,44.10%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active Families Project|Healthy Schools,,,,,"
",
Group,1020,Oasis Academy Broadoak,,0,,7032,17/12/2020 12:12,17/12/2020 12:39,2020/2021,144569,Tameside,Primary,Academy converter,Yes - Multi-academy trust,Oasis Community Learning,,,Yes,45.50%,47.20%,3,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Ambassadors,,,,,"
",Other
Group,803,Oasis Academy Clarksfield ,,0,,7033,17/12/2020 12:12,17/12/2020 12:39,2020/2021,146767,Oldham,Primary,Academy sponsor led,Yes - Multi-academy trust,Oasis Community Learning,,East Oldham,Yes,21.10%,26.70%,2,,,No,,,,,,,,,,,,,,,,,Term 3,,,,,,,,,,,,,,,Yes,,,,,,"Mental Health Pilot phase 2

",
Group,102,Oasis Academy Harpur Mount,,0,,7034,17/12/2020 12:12,17/12/2020 12:39,2020/2021,139056,Manchester,Primary,Academy sponsor led,Yes - Multi-academy trust,Oasis Community Learning,,,Yes,44.60%,50.80%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",Private Coaching Company
Group,1209,Oasis Academy Leesbrook,,0,,7035,17/12/2020 12:12,17/12/2020 12:39,2020/2021,145723,Oldham,Secondary,Free School,Yes - Multi-academy trust,Oasis Community Learning,,,Not applicable,31.30%,39.00%,1,,,No,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,PSHE Hub,,,,,"
",
Group,819,Oasis Academy Limeside,,0,,7036,17/12/2020 12:12,17/12/2020 12:39,2020/2021,137479,Oldham,Primary,Academy converter,Yes - Multi-academy trust,Oasis Community Learning,,South Oldham (Oasis/Failsworth),Yes,36.30%,43.90%,1,Outstanding,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Change in PE lead has resulted in less contact",
Group,523,Oasis Academy MediaCity UK,,0,,7037,17/12/2020 12:12,17/12/2020 12:39,2020/2021,135661,Salford,Secondary,Academy sponsor led,Yes - Multi-academy trust,Oasis Community Learning,,,Not applicable,40.60%,59.30%,1,Good,,Yes,,,,,,,Yes,Sports hall|Studio,,Out-sourced,SLS,,,,,,Reserve,,,,,,,,,,Yes,,,,,,SE Secondary Teacher Training Programme|PSHE Hub,,,,,"Year 1 Term 1 - Not completed

",
Group,504,Oasis Academy Oldham,,0,,7038,17/12/2020 12:12,17/12/2020 12:39,2020/2021,136027,Oldham,Secondary,Academy sponsor led,Yes - Multi-academy trust,Oasis Community Learning,,,Not applicable,32.30%,49.90%,1,Serious Weaknesses,,No,,,Other,Activity hall (multi-purpose room e.g. assembly hall)|Changing rooms accessible externally|Changing rooms accessible only via the school|Health and fitness suite|Main sports hall (markings for at least 3 badminton courts)|Studio (often with mirrored wall and sprung floor),Artificial pitch (3G) with floodlights|Athletics track|Changing rooms accessible externally|Changing rooms accessible only via the school|Multi-Use Games Area (MUGA) with floodlights|Outdoor hard surface area e.g playground (no sport specific markings)|Outdoor tennis/netball court(s)|Playing field,,Yes,Grass pitches|Sports hall|Studio,,Out-sourced,SLS,After-School|Evenings|School Holidays|Weekends,"Good and meets the needs of the school the facilities are of good quality, modern, well-maintained, inviting and comfortably meet the needs of the school (and community, if applicable).",After school clubs|Breakfast clubs|Sports clubs|Regular bookings (block bookings)|Group exercise classes|Casual bookings (pay and play)|Youth club|Weight management groups e.g. Weight Watchers,Other,SLS,Term 2,,,,,,,,,,Yes,,,,,Yes,Open Facilities|PSHE Hub|SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 3
 - Completed
Mental Health Pilot phase 1 

Faciltities; Looking to go inhouse management away from SLS (Links to Regenda -Active Neighbourhood Project

",
Group,1158,Oasis Academy Temple,,0,,7039,17/12/2020 12:12,17/12/2020 12:39,2020/2021,145622,Manchester,Primary,Academy converter,Yes - Multi-academy trust,Oasis Community Learning,,,Yes,19.80%,31.70%,1,,,No,,,,,,,,,,,,,,,,,Term 2,,,,,,,,,,,,,,,,Change4Life|Healthy Schools,,,,,,"Private Coaching Company|Professional Sports Clubs, Trusts & Foundations"
Group,913,Oholei Yosef Yitzchok Lubavitch Schools,,0,,7040,17/12/2020 12:12,17/12/2020 12:39,2020/2021,106004,Salford,Primary|Secondary,Other independent school,,,,,Yes,,,6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,740,Old Hall Drive Academy,,0,,7041,17/12/2020 12:12,17/12/2020 12:39,2020/2021,142501,Manchester,Primary,Academy converter,Yes - Multi-academy trust,Wise Owl Trust,,,Yes,40.10%,49.00%,1,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TfGM|Healthy Schools,,,,,"
",Private Coaching Company
Group,61,Old Hall Primary School,,0,,7042,17/12/2020 12:12,17/12/2020 12:39,2020/2021,105294,Bury,Primary,Community school,,,,,No,14.20%,18.20%,9,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,741,Old Moat Primary School,,0,,7043,17/12/2020 12:12,17/12/2020 12:39,2020/2021,142360,Manchester,Primary,Academy converter,Yes - Multi-academy trust,Chester Diocesan Academies Trust,,,Yes,43.50%,49.90%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Change4Life|Healthy Schools|Change4Life,,,,,"
",
Group,311,Old Trafford Community School,,0,,7044,17/12/2020 12:12,17/12/2020 12:39,2020/2021,140738,Trafford,Primary,Academy converter,Yes - Multi-academy trust,Focus Trust,,,Yes,40.30%,50.30%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Year 1 Term 3 - Completed
",
Group,312,Oldfield Brow Primary School,,0,,7045,17/12/2020 12:12,17/12/2020 12:39,2020/2021,106284,Trafford,Primary,Community school,,,,,Yes,10.20%,8.70%,5,Good,,Yes,,,,,,,No,,Artificial grass pitch|Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,404,Oldham Hulme Grammar School,,0,,7046,17/12/2020 12:12,17/12/2020 12:39,2020/2021,105745,Oldham,Primary|Secondary,Other independent school,,,,,Yes,,,2,,,No,,,Other,Activity hall (multi-purpose room e.g. assembly hall)|Changing rooms accessible externally|Changing rooms accessible only via the school|Main sports hall (markings for at least 3 badminton courts)|Main swimming pool (at least 15m in length),Changing rooms accessible externally|Changing rooms accessible only via the school|Cricket pitch|Outdoor hard surface area e.g playground (no sport specific markings)|Outdoor tennis/netball court(s)|Playing field|Sports pitch with markings,,Some,Grass pitches|Sports hall|Swimming pool,,Managed in-house,,,Satisfactory - the facilities are generally sufficient to meet the needs of the schools and are fit-for-purpose. Some improvements or additions would be beneficial.,After school clubs|Sports clubs|Regular bookings (block bookings)|Private coaching,Caretaker,,Term 3,,,,,,,,,,,,,,,,Open Facilities,,,,," YEAR 1 TERM 2
  - Not completed

Facilities: Looking at options for outsourcing management to SLS. Gaps in usage of swimming pool. 
",
Group,1222,Oldham Sixth Form College,,0,,7047,17/12/2020 12:12,17/12/2020 12:39,2020/2021,145002,Oldham,College,Academy 16-19 converter,Yes - Multi-academy trust,The Pinnacle Learning Trust,,,No,,,1,Good,,No,,,,,,,Some,Sports hall,Health and fitness suite|Studio,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,"
",
