GroupID,Name,Postcode,URN
1128,Sacred Heart Primary School Leigh,WN7 1UX,106502
1129,Saint Paul's CE Primary School,WN3 6SB,146399
1130,"St Aidan's Catholic Primary School, Wigan",WN3 6EE,106463
1131,St Ambrose Barlow Catholic Primary School,M29 7DY,106510
1132,St Benedict's Catholic Primary School Hindley,WN2 3DG,106494
1133,St Bernadette's Catholic Primary School,WN6 8BD,106508
1134,St Catherines Catholic Primary School Lowton,WA3 2PQ,106507
1135,St Cuthbert's Catholic Primary School,WN5 9LW,131228
1136,St Gabriel's Catholic Primary School,WN7 2XG,106506
1137,St James' Catholic Primary School Orrell,WN5 7AA,106492
1138,St John's CE Primary School Mosley Common,M28 1AE,106484
1139,St Joseph's Catholic Primary School,WN7 2PW,106501
1275,Alexandra Nursery School,BL3 4AH,105142
1141,St Mary's CE Primary School Platt Bridge,WN2 3NX,106447
1142,St Patrick's Catholic Primary School,WN1 3RZ,106460
1143,St Peter's CE Primary School Hindley,WN2 3HY,141643
1144,St Philips' CE Primary School Atherton,M46 9FD,106515
1145,St Richard's Roman Catholic Primary School Atherton,M46 0HA,106498
1146,St Stephen's CofE Primary School,M29 7BT,106482
1147,St Thomas CE Junior and Infant School,WA3 3TH,106487
1148,St Thomas CofE Primary School,WN4 8PQ,106465
1149,St Thomas' CE Primary School  Leigh,WN7 2AS,106448
1150,Standish Lower Ground St. Anne's CofE Primary School,WN6 8JP,106468
1151,Twelve Apostles Catholic Primary School,WN7 5JS,106503
1152,Tyldesley Primary School,M29 7PY,138036
1153,Tyldesley St George's Central CE Primary and Nursery School,M29 8DH,131331
1154,Westfield Community School,WN5 9XN,134742
1155,Beacon Primary School,BL6 7AL,146535
1156,St Clares R C Primary School,M9 0RR,105554
1265,CHS South,M21 7AA,145873
1158,Oasis Academy Temple,M8 8SA,145622
1159,Unity Community Primary School,M7 4YE,141966
1160,West Didsbury CofE Primary ,M20 4ZA,141967
1161,Cheadle Hulme High School,SK8 7JZ,137843
1162,St John's CE Primary School ,WN5 0DT,106451
1163,Mechinoh School,M7 4HY,105999
1164,Afifah School,M16 9GN,"	134469"
1165,Bolton UTC,BL3 5YZ,141941
1166,Bolton Sixth Form College,BL3 5BU,131867
1167,Bolton Islamic Girls School,BL4 7NS,138498
1168,Al Jamiatul Islamiyah,BL3 4HF,130285
1169,Al-Huda Primary School,BL1 3EH,139017
1170,Alex Park Democratic School,M16 8PH,146337
1171,Acorns School,SK6 7NN,131551
1172,Alder Brook,M30 8LE,133678
1174,Ashton Sixth Form College,OL6 9RL,146816
1175,Arnfield Independent School,SK13 1NE,135187
1176,Ashlea House School,M34 6ET,135975
1177,Aquinas College,SK2 6TH,130514
1178,Cheadle and Marple Sixth Form College,SK8 5HA,130515
1179,Cheadle Hulme Primary School,SK8 5GB,145870
1268,Manchester Enterprise Academy Central ,M14 6PL,144755
1181,Cringle Brook Primary School,M19 2HT,140692
1182,Connell Coop College,M11 3BS,139730
1184,Bridgelea Pupil Referral Unit,M20 3FB,133945
1185,Bury College,BL9 0BG,130498
1186,Bury Secondary PRU Spring Lane School,BL0 9UD,131506
1187,Grafton House Preparatory School,OL6 6XB,130399
1188,Gorton Primary School,M18 7GR,143763
1189,East Crompton St George's CofE School,OL2 8HG,142271
1190,Discovery Academy,SK14 3LE,140428
1191,Forest Park Preparatory School,M33 6NB,106382
1192,Forest School,WA15 6LJ,106385
1193,Fairfield House School,M31 4NL,136239
1194,Expanse Learning Wigan School,WN3 5XF,145289
1195,Expanse Group Ltd,WN7 4JY,141738
1196,Laurus Cheadle Hulme,SK8 5HA,145893
1197,Langdon College,M7 4HA,131910
1198,Kingsland School,OL1 4HX,134759
1269,St Andrew's CE Primary School Worsley,M28 1HS,105933
1200,Lord's Independent School,BL2 1ES,105269
1201,Loreto College,M15 5PB,130503
1202,Lime Meadows,OL7 9DU,130913
1203,Holy Cross College,BL9 9BB,130499
1204,Holy Family Catholic Primary School,M28 1AG,106504
1205,Highfields Inclusion Partnership,SK5 8DR,134623
1206,Hopwood Hall College,M24 6XH,130507
1207,Music Stuff,M11 2NA,137887
1208,Moat House,SK4 1SZ,106023
1209,Oasis Academy Leesbrook,OL9 6DE,145723
1210,Manchester Secondary PRU,M18 8BA,136743
1211,Manchester Muslim Preparatory School,M20 4BA,105598
1212,Manchester Junior Girls' School,M7 4JA,106003
1213,Madrasatul Imam Muhammad Zakariya,BL1 8LX,133285
1214,LTE Group,M11 2WH,135524
1215,Rossendale School,BL0 0RT,119845
1216,Rochdale Sixth Form College,OL12 6HY,144463
1217,Rodney House School,M19 2HT,105616
1218,Rochdale Pupil Referral Service,OL10 3PY,133409
1219,Salford City College,M6 7FR,130509
1220,Sacred Heart RC Primary School,M18 7NJ,134479
1221,Park School Teaching Service,BL1 4AG,142719
1222,Oldham Sixth Form College,OL8 1XU,145002
1223,St Mary's RC Primary School,M34 2AR,106252
1225,St John Vianney School,M16 0EX,106167
1226,St John Rigby RC Sixth Form College,WN5 0LJ,130523
1227,The New Broadwalk PRU,M6 5EJ,132741
1228,The Oldham College,OL9 6AA,130505
1229,"The Olive School, Bolton",BL1 8HT,142898
1230,The Clifton Centre,M27 8GW,135504
1231,Tashbar of Manchester,M7 4HL,106002
1232,The Canterbury Centre,M5 5AG,135952
1233,Trinity School,SK15 1SH,106276
1234,TLG Bolton,BL4 9AL,142535
1235,Toras Emes,M7 2FR,136503
1236,Thomas Ashton School,SK14 4SS,106278
1237,Tiferes,M7 4DQ,136143
1238,The Parks,WA3 3PU,137821
1239,The Trafford College Group,M32 0XH,130519
1240,Tameside College,OL6 6NX,130516
1241,Tameside Pupil Referral Service,SK16 4XS,137322
1242,Talmud Torah Chinuch Norim,M7 2AU,105993
1243,St Wilfrid's CofE Junior and Infant School,M40 1GB,105496
1244,Xaverian College,M14 5RB,130504
1245,Yeshivah Ohr Torah School,M7 4FX,130287
1246,Winstanley College,WN5 7XF,130522
1247,Wigan and Leigh College,WN1 1RS,130521
1248,Birtenshaw,BL2 2PE,142913
1249,Birtenshaw,BL7 9AB,105280
1250,Brambles School,SK14 6NT,140814
1251,Bridge College,SK2 5DG,134143
1253,Moorfield Community Primary School,M44 6GX,105915
1254,The Pendlebury Centre,SK3 0RJ,106022
1255,The Orchards,M41 6NA,142782
1256,Three Towers Alternative Provision Academy,WN3 5XE,140627
1257,Samuel Laycock School,OL6 8RF,106280
1259,The Personal Learning Centre,BL3 6HU,142746
1270,St John CE Primary School Abram,WN2 5QE,141641
1261,Endeavour Primary Academy,SK14 5PL,143495
1262,Cromwell High School,SK16 5BJ,106279
1267,Bolton School Girls Division,BL1 4PB,105272
1264,AldridgeUTC@MediaCityUK,M50 2UW,146303
1272,Woodbridge College,BL2 4HU,146554
1273,Bolton College,BL3 5BG,130495
1274,Manchester Digital Academy,M9 4WT,
1276,Hoyle Nursery School,BL9 6HR,105283
1277,Martenscroft Nursery School & Children's Centre,M15 6PA,105384
1278,Collyhurst Nursery School,M40 7QD,105385
1279,Howard Street Nursery School,OL12 0PP,105757
1280,Sunny Brow Nursery School,M24 4AD,105760
1281,Hollywood Park Nursery School,SK3 0BJ,106015
1282,Lark Hill Nursery School,SK3 9PH,106016
1283,Reddish Vale Nursery School,SK5 7EU,106018
1284,Freshfield Nursery School,SK4 3NB,106021
1285,Hindley Nursery School,WN2 4LG,106397
1286,Douglas Valley Nursery School,WN1 3SU,106398
1287,The Holden School,WN7 4SB,146988
1288,Progress Schools Wigan,WN1 1RU,145187
1289,Lawrence House,OL6 8AJ,146182
1290,Greater Manchester Alternative Provision,OL6 7HG,145290
1291,Mill School Bury,BL8 2BD,147349
1292,Didsbury High School,M20 2ET,143729
1293,Prospect House Specialist Support Primary School,M12 4GR,147885
1294,The Springboard Project,OL1 1AN,145922
1295,SMS Changing Lives,M35 9AY,146646
1296,Teenage Works,M35 9RD,146773
1297,Ateres Elisheva,M7 4JD,147208
1298,Beis Rochel Mcr Girls' School,M7 2FZ,147272
1299,OYY Lubavitch Boys School,M7 4HL,147787
1300,Progress Schools - Stockport,SK3 0AN,147235
1301,Safe Start Education,OL6 7ST,147859
1302,Greenfield Primary Academy,SK14 1QD,148132
